Ticker,Asset_Class,Sector,Industry_Theme,Instrument_Form,Instrument_Type,Peer_Group,Hierarchy_Level,Decision_Support_State,Detection_State,Signal_Window,ML_Quality,ML_Daily_PctRank,Confirmation_State,Structure_State,Structure_History_Status,Rotation_State,Momentum_Score,Acceleration_Score,Trend_Score,Rotation_Readiness_Score,Early_Rotation_State,Early_Rotation_Score,Pct_Above_EMA20,EMA20_Slope_5D_Pct,MA30_Slope_5D_Pct,Price,EMA20,MA30,MA50,MA100,MA200,Pct_Above_EMA20_MA,Days_Since_Price_EMA20_Cross,EMA20_Slope_5D_Pct_MA,MA30_Slope_5D_Pct_MA,PeerPct_Momentum,PeerPct_Acceleration,PeerPct_Trend,PeerPct_Rotation_Readiness,PeerPct_Early_Rotation,PeerPct_Pct_Above_EMA20,PeerPct_EMA20_Slope_5D_Pct,PeerPct_ML_Daily_PctRank,PeerPct__Rotation_State,PeerPct__Early_State,PeerPct__Decision_State,Peer_Group_Size,Peer_Comparison_Available,Peer_Relative_Read,Asset_Class_Size,AssetClass_Pct_Leader_or_Emerging,AssetClass_Pct_Early_or_Building,AssetClass_Pct_New_Detection,AssetClass_Pct_Structural_Caution,Asset_Class_Read,Sector_Size,Sector_Pct_Leader_or_Emerging,Sector_Pct_Early_or_Building,Sector_Pct_New_Detection,Sector_Pct_Structural_Caution,Sector_Read,PeerGroup_Size_Summary,Peer_Group_Read,PeerGroup_Pct_Leader_or_Emerging,PeerGroup_Pct_Early_or_Building,PeerGroup_Pct_New_Detection,PeerGroup_Pct_Structural_Caution,Asset_Current_Positive,Asset_Peer_Positive,Peer_Group_Positive,Sector_Positive,Asset_Class_Positive,Peer_Group_Negative,Sector_Negative,Asset_Class_Negative,Support_Level_Count,Caution_Level_Count,Vertical_Hierarchy_Read,Hierarchy_Path,Vertical_Context
CORN,Commodities,Agriculture,Corn,ETF,Commodity ETF,Agriculture Commodities,Commodity,● ESTABLISHED LEADER,● NEAR EMA20,OUTSIDE BULLISH EARLY WINDOW,— NO CURRENT ML SIGNAL,,▲ CONFIRMED LEADER,▲ FULL BULL STRUCTURE,FULL LONG-TERM HISTORY AVAILABLE,LEADER,72.24898236092267,83.5820895522388,100.0,82.58666892808685,EARLY ENTRY,87.01492537313432,0.02,1.435,1.776,19.92,19.53,18.946,18.46,18.154,18.0,0.02,21,1.435,1.776,1.0,1.0,0.8333333333333334,1.0,1.0,1.0,1.0,,0.8333333333333334,0.8333333333333334,0.8333333333333334,3,YES,▲ STRONG WITHIN PEERS,9,0.4444444444444444,0.3333333333333333,0.0,0.3333333333333333,▼ MIXED / CAUTION,3,0.6666666666666666,0.6666666666666666,0.0,0.0,▲ BROAD STRENGTH,3,▲ BROAD GROUP STRENGTH,0.6666666666666666,0.6666666666666666,0.0,0.0,True,True,True,True,False,False,False,True,4,1,★ STRONG HIERARCHICAL CONFIRMATION,Commodities → Agriculture → Agriculture Commodities → CORN,Asset Class: ▼ MIXED / CAUTION | Sector: ▲ BROAD STRENGTH | Peer Group: ▲ BROAD GROUP STRENGTH | Asset vs Peers: ▲ STRONG WITHIN PEERS
IBIT,Digital Assets,Crypto,Bitcoin,ETF,Digital Asset Fund,Crypto Assets,Digital Asset,— MONITOR,▲ ESTABLISHED ABOVE EMA20,OUTSIDE BULLISH EARLY WINDOW,— NO CURRENT ML SIGNAL,,▲ EARLY CONFIRMATION,▲ FULL BULL STRUCTURE,FULL LONG-TERM HISTORY AVAILABLE,WEAKENING,58.9676616915423,32.83582089552239,100.0,61.38619402985075,BUILDING,71.044776119403,0.024,2.278,3.345,43.77,42.735,40.58,38.874,39.654,42.263,0.024,18,2.278,3.345,0.5,0.5,0.75,0.5,0.5,0.5,0.5,,0.5,0.5,0.5,2,YES,● MIDDLE OF PEER GROUP,2,0.5,1.0,0.0,0.0,▲ BROAD STRENGTH,2,0.5,1.0,0.0,0.0,▲ BROAD STRENGTH,2,▲ BROAD GROUP STRENGTH,0.5,1.0,0.0,0.0,True,False,True,True,True,False,False,False,4,0,▲ MULTI-LEVEL SUPPORT,Digital Assets → Crypto → Crypto Assets → IBIT,Asset Class: ▲ BROAD STRENGTH | Sector: ▲ BROAD STRENGTH | Peer Group: ▲ BROAD GROUP STRENGTH | Asset vs Peers: ● MIDDLE OF PEER GROUP
QQQ,Equities,Broad Market,Nasdaq-100 Growth / Tech Heavy,ETF,Market Index ETF,Large Cap Growth,Market/Style,▲ NEW DETECTION,▲ DAY 0 DETECTION,DAY 0 — DETECTION,— LOW,0.4615384615384615,▲ EARLY CONFIRMATION,▲ POSITIVE STRUCTURE,FULL LONG-TERM HISTORY AVAILABLE,WATCH,62.8561736770692,65.67164179104478,85.0,69.23677069199456,BUILDING,69.55970149253731,0.001,0.074,0.893,714.88,714.278,715.845,710.406,708.77,659.257,0.001,0,0.074,0.893,,,,,,,,,,,,1,NO — SINGLE MEMBER,NO PEER COMPARISON YET,50,0.18,0.26,0.16,0.22,● MIXED,6,0.0,0.16666666666666666,0.16666666666666666,0.0,● MIXED,1,SINGLE-ASSET GROUP,0.0,1.0,1.0,0.0,True,False,False,False,False,False,False,False,1,0,● MIXED HIERARCHY,Equities → Broad Market → Large Cap Growth → QQQ,Asset Class: ● MIXED | Sector: ● MIXED | Peer Group: SINGLE-ASSET GROUP | Asset vs Peers: NO PEER COMPARISON YET
DIA,Equities,Broad Market,Dow Jones Industrial Average,ETF,Market Index ETF,Large Cap U.S.,Market,● PULLBACK / REVIEW,▼ RECENT EMA20 BREAK,OUTSIDE BULLISH EARLY WINDOW,— NO CURRENT ML SIGNAL,,— NOT CONFIRMED,● LONG-TERM TREND INTACT,FULL LONG-TERM HISTORY AVAILABLE,WATCH,55.37539574853008,44.776119402985074,50.0,50.85176390773405,NO SIGNAL,33.07462686567164,-0.008,-0.474,0.195,525.79,529.976,533.072,528.858,516.098,497.496,-0.008,3,-0.474,0.195,0.5,0.5,0.375,0.5,0.5,0.5,0.5,,0.625,0.625,0.625,4,YES,● MIDDLE OF PEER GROUP,50,0.18,0.26,0.16,0.22,● MIXED,6,0.0,0.16666666666666666,0.16666666666666666,0.0,● MIXED,4,● MIXED GROUP,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,0,0,● MIXED HIERARCHY,Equities → Broad Market → Large Cap U.S. → DIA,Asset Class: ● MIXED | Sector: ● MIXED | Peer Group: ● MIXED GROUP | Asset vs Peers: ● MIDDLE OF PEER GROUP
RSP,Equities,Broad Market,S&P 500 Equal Weight,ETF,Market Index ETF,Large Cap U.S.,Market/Style,● PULLBACK / REVIEW,▼ RECENT EMA20 BREAK,OUTSIDE BULLISH EARLY WINDOW,— NO CURRENT ML SIGNAL,,— NOT CONFIRMED,● LONG-TERM TREND INTACT,FULL LONG-TERM HISTORY AVAILABLE,WATCH,49.86092265943012,34.32835820895522,50.0,45.23592265943012,NO SIGNAL,26.58208955223881,-0.015,-0.773,0.013,214.87,218.071,219.494,217.318,211.624,203.283,-0.015,4,-0.773,0.013,0.25,0.25,0.375,0.25,0.25,0.25,0.25,,0.625,0.625,0.625,4,YES,▼ BELOW-AVERAGE WITHIN PEERS,50,0.18,0.26,0.16,0.22,● MIXED,6,0.0,0.16666666666666666,0.16666666666666666,0.0,● MIXED,4,● MIXED GROUP,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,0,0,● MIXED HIERARCHY,Equities → Broad Market → Large Cap U.S. → RSP,Asset Class: ● MIXED | Sector: ● MIXED | Peer Group: ● MIXED GROUP | Asset vs Peers: ▼ BELOW-AVERAGE WITHIN PEERS
SPY,Equities,Broad Market,S&P 500,ETF,Market Index ETF,Large Cap U.S.,Market,● PULLBACK / REVIEW,▼ RECENT EMA20 BREAK,OUTSIDE BULLISH EARLY WINDOW,— LOW,0.0769230769230769,— NOT CONFIRMED,▲ POSITIVE STRUCTURE,FULL LONG-TERM HISTORY AVAILABLE,WATCH,64.80664857530529,61.19402985074627,70.0,65.02120081411127,NO SIGNAL,45.94776119402985,-0.001,-0.106,0.571,764.29,765.01,767.306,758.616,746.839,712.058,-0.001,3,-0.106,0.571,0.75,0.75,0.875,0.75,0.75,0.875,0.75,0.5,0.625,0.625,0.625,4,YES,▲ ABOVE-AVERAGE WITHIN PEERS,50,0.18,0.26,0.16,0.22,● MIXED,6,0.0,0.16666666666666666,0.16666666666666666,0.0,● MIXED,4,● MIXED GROUP,0.0,0.0,0.0,0.0,False,True,False,False,False,False,False,False,1,0,● MIXED HIERARCHY,Equities → Broad Market → Large Cap U.S. → SPY,Asset Class: ● MIXED | Sector: ● MIXED | Peer Group: ● MIXED GROUP | Asset vs Peers: ▲ ABOVE-AVERAGE WITHIN PEERS
VOO,Equities,Broad Market,S&P 500,ETF,Market Index ETF,Large Cap U.S.,Market,● PULLBACK / REVIEW,▼ RECENT EMA20 BREAK,OUTSIDE BULLISH EARLY WINDOW,— LOW,0.1538461538461538,— NOT CONFIRMED,▲ POSITIVE STRUCTURE,FULL LONG-TERM HISTORY AVAILABLE,WATCH,65.63545906829489,62.68656716417911,70.0,65.84192672998643,NO SIGNAL,46.47014925373135,-0.001,-0.104,0.572,702.56,703.212,705.311,697.319,686.428,654.404,-0.001,3,-0.104,0.572,1.0,1.0,0.875,1.0,1.0,0.875,1.0,1.0,0.625,0.625,0.625,4,YES,▲ STRONG WITHIN PEERS,50,0.18,0.26,0.16,0.22,● MIXED,6,0.0,0.16666666666666666,0.16666666666666666,0.0,● MIXED,4,● MIXED GROUP,0.0,0.0,0.0,0.0,False,True,False,False,False,False,False,False,1,0,● MIXED HIERARCHY,Equities → Broad Market → Large Cap U.S. → VOO,Asset Class: ● MIXED | Sector: ● MIXED | Peer Group: ● MIXED GROUP | Asset vs Peers: ▲ STRONG WITHIN PEERS
IWM,Equities,Broad Market,Russell 2000 Small Cap,ETF,Market Index ETF,Small Cap U.S.,Market,● PULLBACK / REVIEW,● NEAR EMA20,OUTSIDE BULLISH EARLY WINDOW,— NO CURRENT ML SIGNAL,,— NOT CONFIRMED,● LONG-TERM TREND INTACT,FULL LONG-TERM HISTORY AVAILABLE,WATCH,44.84056987788331,25.37313432835821,30.0,35.29019674355496,NO SIGNAL,20.78358208955224,-0.02,-0.787,-0.008,288.89,294.768,297.597,296.281,290.945,273.165,-0.02,9,-0.787,-0.008,,,,,,,,,,,,1,NO — SINGLE MEMBER,NO PEER COMPARISON YET,50,0.18,0.26,0.16,0.22,● MIXED,6,0.0,0.16666666666666666,0.16666666666666666,0.0,● MIXED,1,SINGLE-ASSET GROUP,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,0,0,● MIXED HIERARCHY,Equities → Broad Market → Small Cap U.S. → IWM,Asset Class: ● MIXED | Sector: ● MIXED | Peer Group: SINGLE-ASSET GROUP | Asset vs Peers: NO PEER COMPARISON YET
XLC,Equities,Communication Services,Broad Communication Services,ETF,Sector ETF,Communication Services,Sector,▲ NEW DETECTION,▲ DAY 0 DETECTION,DAY 0 — DETECTION,— LOW,0.3076923076923077,▲ EMERGING CONFIRMATION,▼ STRUCTURAL CAUTION,FULL LONG-TERM HISTORY AVAILABLE,EMERGING,52.93758480325645,89.55223880597015,70.0,68.18758480325644,EARLY ENTRY,87.91044776119404,0.008,0.01,0.564,112.6,111.705,111.587,110.898,112.136,113.635,0.008,0,0.01,0.564,,,,,,,,,,,,1,NO — SINGLE MEMBER,NO PEER COMPARISON YET,50,0.18,0.26,0.16,0.22,● MIXED,1,1.0,1.0,1.0,0.0,▲ BROAD STRENGTH,1,SINGLE-ASSET GROUP,1.0,1.0,1.0,0.0,True,False,False,True,False,False,False,False,2,0,▲ ASSET + SECTOR SUPPORT / NO PEER SET,Equities → Communication Services → Communication Services → XLC,Asset Class: ● MIXED | Sector: ▲ BROAD STRENGTH | Peer Group: SINGLE-ASSET GROUP | Asset vs Peers: NO PEER COMPARISON YET
XLY,Equities,Consumer Discretionary,Broad Consumer Discretionary,ETF,Sector ETF,Consumer Discretionary,Sector,▼ STRUCTURAL CAUTION,● NEAR EMA20,OUTSIDE BULLISH EARLY WINDOW,— NO CURRENT ML SIGNAL,,▼ DETERIORATING,▼ STRUCTURAL CAUTION,FULL LONG-TERM HISTORY AVAILABLE,LAGGING,27.894617819990955,40.298507462686565,0.0,24.642130257801902,NO SIGNAL,24.56716417910448,-0.02,-1.182,0.273,112.96,115.265,116.811,115.939,116.644,116.703,-0.02,8,-1.182,0.273,,,,,,,,,,,,1,NO — SINGLE MEMBER,NO PEER COMPARISON YET,50,0.18,0.26,0.16,0.22,● MIXED,5,0.2,0.2,0.2,0.6,▼ BROAD STRUCTURAL PRESSURE,1,SINGLE-ASSET GROUP,0.0,0.0,0.0,1.0,False,False,False,False,False,False,True,False,0,1,● MIXED HIERARCHY,Equities → Consumer Discretionary → Consumer Discretionary → XLY,Asset Class: ● MIXED | Sector: ▼ BROAD STRUCTURAL PRESSURE | Peer Group: SINGLE-ASSET GROUP | Asset vs Peers: NO PEER COMPARISON YET
ONLN,Equities,Consumer Discretionary,Online Retail,ETF,Thematic ETF,E-Commerce,Theme,▼ STRUCTURAL CAUTION,▼ BELOW EMA20,OUTSIDE BULLISH EARLY WINDOW,— NO CURRENT ML SIGNAL,,— NOT CONFIRMED,▼ STRUCTURAL CAUTION,FULL LONG-TERM HISTORY AVAILABLE,WATCH,35.00113071008593,26.86567164179105,0.0,23.81021031207598,NO SIGNAL,17.01492537313433,-0.026,-1.563,-0.003,56.22,57.729,58.995,58.136,57.511,57.491,-0.026,8,-1.563,-0.003,,,,,,,,,,,,1,NO — SINGLE MEMBER,NO PEER COMPARISON YET,50,0.18,0.26,0.16,0.22,● MIXED,5,0.2,0.2,0.2,0.6,▼ BROAD STRUCTURAL PRESSURE,1,SINGLE-ASSET GROUP,0.0,0.0,0.0,1.0,False,False,False,False,False,False,True,False,0,1,● MIXED HIERARCHY,Equities → Consumer Discretionary → E-Commerce → ONLN,Asset Class: ● MIXED | Sector: ▼ BROAD STRUCTURAL PRESSURE | Peer Group: SINGLE-ASSET GROUP | Asset vs Peers: NO PEER COMPARISON YET
BETZ,Equities,Consumer Discretionary,Sports Betting / iGaming,ETF,Thematic ETF,Gaming & Betting,Theme,▲ NEW DETECTION,▲ DAY 0 DETECTION,DAY 0 — DETECTION,— NO CURRENT ML SIGNAL,,▲ EMERGING CONFIRMATION,▲ FULL BULL STRUCTURE,FULL LONG-TERM HISTORY AVAILABLE,EMERGING,44.54319312528269,79.1044776119403,100.0,68.77578018995929,EARLY ENTRY,81.82089552238806,0.001,-0.21,-0.079,19.359,19.349,19.315,19.31,19.146,19.161,0.001,0,-0.21,-0.079,,,,,,,,,,,,1,NO — SINGLE MEMBER,NO PEER COMPARISON YET,50,0.18,0.26,0.16,0.22,● MIXED,5,0.2,0.2,0.2,0.6,▼ BROAD STRUCTURAL PRESSURE,1,SINGLE-ASSET GROUP,1.0,1.0,1.0,0.0,True,False,False,False,False,False,True,False,1,1,⚠ ISOLATED STRENGTH / BROADER CAUTION,Equities → Consumer Discretionary → Gaming & Betting → BETZ,Asset Class: ● MIXED | Sector: ▼ BROAD STRUCTURAL PRESSURE | Peer Group: SINGLE-ASSET GROUP | Asset vs Peers: NO PEER COMPARISON YET
AWAY,Equities,Consumer Discretionary,Travel Technology,ETF,Thematic ETF,Travel & Leisure,Theme,▼ STRUCTURAL CAUTION,▼ BELOW EMA20,OUTSIDE BULLISH EARLY WINDOW,— NO CURRENT ML SIGNAL,,▼ DETERIORATING,▼ STRUCTURAL CAUTION,FULL LONG-TERM HISTORY AVAILABLE,LAGGING,27.62437810945274,4.477611940298507,0.0,13.774253731343286,NO SIGNAL,3.656716417910448,-0.067,-3.104,-0.492,17.778,19.054,19.638,19.155,18.273,18.466,-0.067,8,-3.104,-0.492,0.5,0.5,0.5,0.5,0.5,0.5,0.5,,0.75,0.75,0.5,2,YES,● MIDDLE OF PEER GROUP,50,0.18,0.26,0.16,0.22,● MIXED,5,0.2,0.2,0.2,0.6,▼ BROAD STRUCTURAL PRESSURE,2,▼ GROUP UNDER STRUCTURAL PRESSURE,0.0,0.0,0.0,0.5,False,False,False,False,False,True,True,False,0,2,▼ MULTI-LEVEL CAUTION,Equities → Consumer Discretionary → Travel & Leisure → AWAY,Asset Class: ● MIXED | Sector: ▼ BROAD STRUCTURAL PRESSURE | Peer Group: ▼ GROUP UNDER STRUCTURAL PRESSURE | Asset vs Peers: ● MIDDLE OF PEER GROUP
PEJ,Equities,Consumer Discretionary,Leisure & Entertainment,ETF,Thematic ETF,Travel & Leisure,Theme,● PULLBACK / REVIEW,▼ BELOW EMA20,OUTSIDE BULLISH EARLY WINDOW,— NO CURRENT ML SIGNAL,,▼ DETERIORATING,● LONG-TERM TREND INTACT,FULL LONG-TERM HISTORY AVAILABLE,LAGGING,27.989597467209407,16.417910447761194,30.0,25.02069199457259,NO SIGNAL,10.671641791044776,-0.035,-2.045,-0.865,63.09,65.395,66.654,66.44,64.424,62.286,-0.035,10,-2.045,-0.865,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,0.75,0.75,1.0,2,YES,▲ STRONG WITHIN PEERS,50,0.18,0.26,0.16,0.22,● MIXED,5,0.2,0.2,0.2,0.6,▼ BROAD STRUCTURAL PRESSURE,2,▼ GROUP UNDER STRUCTURAL PRESSURE,0.0,0.0,0.0,0.5,False,True,False,False,False,True,True,False,1,2,▼ MULTI-LEVEL CAUTION,Equities → Consumer Discretionary → Travel & Leisure → PEJ,Asset Class: ● MIXED | Sector: ▼ BROAD STRUCTURAL PRESSURE | Peer Group: ▼ GROUP UNDER STRUCTURAL PRESSURE | Asset vs Peers: ▲ STRONG WITHIN PEERS
XLP,Equities,Consumer Staples,Broad Consumer Staples,ETF,Sector ETF,Consumer Staples,Sector,● PULLBACK / REVIEW,● NEAR EMA20,OUTSIDE BULLISH EARLY WINDOW,— NO CURRENT ML SIGNAL,,— NOT CONFIRMED,● LONG-TERM TREND INTACT,FULL LONG-TERM HISTORY AVAILABLE,WATCH,37.39371325192221,59.70149253731343,30.0,42.23761872455903,NO SIGNAL,27.761194029850746,-0.016,-0.898,-0.439,83.38,84.743,85.189,84.994,84.206,82.803,-0.016,10,-0.898,-0.439,,,,,,,,,,,,1,NO — SINGLE MEMBER,NO PEER COMPARISON YET,50,0.18,0.26,0.16,0.22,● MIXED,1,0.0,0.0,0.0,0.0,● MIXED,1,SINGLE-ASSET GROUP,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,0,0,● MIXED HIERARCHY,Equities → Consumer Staples → Consumer Staples → XLP,Asset Class: ● MIXED | Sector: ● MIXED | Peer Group: SINGLE-ASSET GROUP | Asset vs Peers: NO PEER COMPARISON YET
XLE,Equities,Energy,Broad Energy,ETF,Sector ETF,Energy,Sector,● ESTABLISHED LEADER,▲ ESTABLISHED ABOVE EMA20,OUTSIDE BULLISH EARLY WINDOW,— NO CURRENT ML SIGNAL,,▲ CONFIRMED LEADER,▲ FULL BULL STRUCTURE,FULL LONG-TERM HISTORY AVAILABLE,LEADER,83.1524197195839,92.53731343283582,100.0,90.17978290366352,EARLY ENTRY,91.64179104477611,0.027,1.487,1.691,65.14,63.454,62.247,60.139,58.415,54.796,0.027,23,1.487,1.691,,,,,,,,,,,,1,NO — SINGLE MEMBER,NO PEER COMPARISON YET,50,0.18,0.26,0.16,0.22,● MIXED,6,0.8333333333333334,0.6666666666666666,0.0,0.16666666666666666,▲ BROAD STRENGTH,1,SINGLE-ASSET GROUP,1.0,1.0,0.0,0.0,True,False,False,True,False,False,False,False,2,0,▲ ASSET + SECTOR SUPPORT / NO PEER SET,Equities → Energy → Energy → XLE,Asset Class: ● MIXED | Sector: ▲ BROAD STRENGTH | Peer Group: SINGLE-ASSET GROUP | Asset vs Peers: NO PEER COMPARISON YET
AMLP,Equities,Energy,Midstream / MLPs,ETF,Thematic ETF,Energy Infrastructure,Industry/Theme,● ESTABLISHED LEADER,● NEAR EMA20,OUTSIDE BULLISH EARLY WINDOW,— NO CURRENT ML SIGNAL,,▲ CONFIRMED LEADER,▲ FULL BULL STRUCTURE,FULL LONG-TERM HISTORY AVAILABLE,LEADER,76.83627317955676,88.05970149253731,100.0,85.99423337856174,EARLY ENTRY,88.13432835820895,0.011,0.696,0.67,55.91,55.322,54.924,54.089,52.702,50.231,0.011,49,0.696,0.67,,,,,,,,,,,,1,NO — SINGLE MEMBER,NO PEER COMPARISON YET,50,0.18,0.26,0.16,0.22,● MIXED,6,0.8333333333333334,0.6666666666666666,0.0,0.16666666666666666,▲ BROAD STRENGTH,1,SINGLE-ASSET GROUP,1.0,1.0,0.0,0.0,True,False,False,True,False,False,False,False,2,0,▲ ASSET + SECTOR SUPPORT / NO PEER SET,Equities → Energy → Energy Infrastructure → AMLP,Asset Class: ● MIXED | Sector: ▲ BROAD STRENGTH | Peer Group: SINGLE-ASSET GROUP | Asset vs Peers: NO PEER COMPARISON YET
XOP,Equities,Energy,Oil & Gas Exploration & Production,ETF,Industry ETF,Oil & Gas E&P,Industry,● ESTABLISHED LEADER,▲ ESTABLISHED ABOVE EMA20,OUTSIDE BULLISH EARLY WINDOW,— NO CURRENT ML SIGNAL,,▲ CONFIRMED LEADER,▲ FULL BULL STRUCTURE,FULL LONG-TERM HISTORY AVAILABLE,LEADER,90.20465852555404,94.02985074626866,100.0,93.80105156037992,EARLY ENTRY,94.70149253731344,0.039,2.105,2.121,195.72,188.406,183.655,176.814,171.279,158.878,0.039,23,2.105,2.121,,,,,,,,,,,,1,NO — SINGLE MEMBER,NO PEER COMPARISON YET,50,0.18,0.26,0.16,0.22,● MIXED,6,0.8333333333333334,0.6666666666666666,0.0,0.16666666666666666,▲ BROAD STRENGTH,1,SINGLE-ASSET GROUP,1.0,1.0,0.0,0.0,True,False,False,True,False,False,False,False,2,0,▲ ASSET + SECTOR SUPPORT / NO PEER SET,Equities → Energy → Oil & Gas E&P → XOP,Asset Class: ● MIXED | Sector: ▲ BROAD STRENGTH | Peer Group: SINGLE-ASSET GROUP | Asset vs Peers: NO PEER COMPARISON YET
OIH,Equities,Energy,Oil Services,ETF,Industry ETF,Oil & Gas Services,Industry,— MONITOR,● NEAR EMA20,OUTSIDE BULLISH EARLY WINDOW,— NO CURRENT ML SIGNAL,,▲ EMERGING CONFIRMATION,▲ FULL BULL STRUCTURE,FULL LONG-TERM HISTORY AVAILABLE,EMERGING,64.41203075531433,77.61194029850746,100.0,77.26899592944369,EARLY ENTRY,81.9776119402985,0.004,0.92,1.923,420.67,418.934,413.16,398.843,410.203,380.5,0.004,10,0.92,1.923,,,,,,,,,,,,1,NO — SINGLE MEMBER,NO PEER COMPARISON YET,50,0.18,0.26,0.16,0.22,● MIXED,6,0.8333333333333334,0.6666666666666666,0.0,0.16666666666666666,▲ BROAD STRENGTH,1,SINGLE-ASSET GROUP,1.0,1.0,0.0,0.0,True,False,False,True,False,False,False,False,2,0,▲ ASSET + SECTOR SUPPORT / NO PEER SET,Equities → Energy → Oil & Gas Services → OIH,Asset Class: ● MIXED | Sector: ▲ BROAD STRENGTH | Peer Group: SINGLE-ASSET GROUP | Asset vs Peers: NO PEER COMPARISON YET
KBE,Equities,Financials,Banks,ETF,Industry ETF,Banking,Industry,● PULLBACK / REVIEW,▼ RECENT EMA20 BREAK,OUTSIDE BULLISH EARLY WINDOW,— NO CURRENT ML SIGNAL,,— NOT CONFIRMED,● LONG-TERM TREND INTACT,FULL LONG-TERM HISTORY AVAILABLE,WATCH,58.42265943012212,52.23880597014925,50.0,54.46183853459973,NO SIGNAL,29.1044776119403,-0.009,-0.421,-0.316,68.04,68.672,69.391,69.329,66.801,64.048,-0.009,3,-0.421,-0.316,1.0,0.5,0.75,1.0,0.5,1.0,1.0,,0.75,0.75,0.75,2,YES,▲ ABOVE-AVERAGE WITHIN PEERS,50,0.18,0.26,0.16,0.22,● MIXED,5,0.0,0.0,0.0,0.2,● MIXED,2,● MIXED GROUP,0.0,0.0,0.0,0.0,False,True,False,False,False,False,False,False,1,0,● MIXED HIERARCHY,Equities → Financials → Banking → KBE,Asset Class: ● MIXED | Sector: ● MIXED | Peer Group: ● MIXED GROUP | Asset vs Peers: ▲ ABOVE-AVERAGE WITHIN PEERS
KRE,Equities,Financials,Regional Banks,ETF,Industry ETF,Banking,Industry,● PULLBACK / REVIEW,▼ RECENT EMA20 BREAK,OUTSIDE BULLISH EARLY WINDOW,— NO CURRENT ML SIGNAL,,— NOT CONFIRMED,● LONG-TERM TREND INTACT,FULL LONG-TERM HISTORY AVAILABLE,WATCH,55.95658073270014,55.223880597014926,50.0,54.24762550881954,NO SIGNAL,30.149253731343283,-0.01,-0.46,-0.413,73.9,74.618,75.469,75.519,72.834,69.611,-0.01,3,-0.46,-0.413,0.5,1.0,0.75,0.5,1.0,0.5,0.5,,0.75,0.75,0.75,2,YES,▲ ABOVE-AVERAGE WITHIN PEERS,50,0.18,0.26,0.16,0.22,● MIXED,5,0.0,0.0,0.0,0.2,● MIXED,2,● MIXED GROUP,0.0,0.0,0.0,0.0,False,True,False,False,False,False,False,False,1,0,● MIXED HIERARCHY,Equities → Financials → Banking → KRE,Asset Class: ● MIXED | Sector: ● MIXED | Peer Group: ● MIXED GROUP | Asset vs Peers: ▲ ABOVE-AVERAGE WITHIN PEERS
IAI,Equities,Financials,Broker-Dealers / Exchanges,ETF,Industry ETF,Capital Markets,Industry,● PULLBACK / REVIEW,▼ RECENT EMA20 BREAK,OUTSIDE BULLISH EARLY WINDOW,— LOW,0.5384615384615384,▼ DETERIORATING,▲ POSITIVE STRUCTURE,FULL LONG-TERM HISTORY AVAILABLE,WEAKENING,60.98710990502035,23.88059701492537,70.0,52.10837856173677,NO SIGNAL,38.85074626865672,-0.009,-0.096,0.455,190.51,192.316,191.5,190.384,184.844,179.664,-0.009,2,-0.096,0.455,,,,,,,,,,,,1,NO — SINGLE MEMBER,NO PEER COMPARISON YET,50,0.18,0.26,0.16,0.22,● MIXED,5,0.0,0.0,0.0,0.2,● MIXED,1,SINGLE-ASSET GROUP,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,0,0,● MIXED HIERARCHY,Equities → Financials → Capital Markets → IAI,Asset Class: ● MIXED | Sector: ● MIXED | Peer Group: SINGLE-ASSET GROUP | Asset vs Peers: NO PEER COMPARISON YET
KBWD,Equities,Financials,High Dividend Financials,ETF,Industry ETF,Financial Income,Industry/Style,▼ STRUCTURAL CAUTION,▼ RECENT EMA20 BREAK,OUTSIDE BULLISH EARLY WINDOW,— LOW,0.2307692307692307,▼ DETERIORATING,▼ STRUCTURAL CAUTION,FULL LONG-TERM HISTORY AVAILABLE,LAGGING,27.132519222071465,22.388059701492537,0.0,18.92605156037992,NO SIGNAL,20.08955223880597,-0.03,-0.841,0.267,11.95,12.322,12.383,12.264,12.235,12.363,-0.03,3,-0.841,0.267,,,,,,,,,,,,1,NO — SINGLE MEMBER,NO PEER COMPARISON YET,50,0.18,0.26,0.16,0.22,● MIXED,5,0.0,0.0,0.0,0.2,● MIXED,1,SINGLE-ASSET GROUP,0.0,0.0,0.0,1.0,False,False,False,False,False,False,False,False,0,0,● MIXED HIERARCHY,Equities → Financials → Financial Income → KBWD,Asset Class: ● MIXED | Sector: ● MIXED | Peer Group: SINGLE-ASSET GROUP | Asset vs Peers: NO PEER COMPARISON YET
